scenario_id,scenario_name,month,primary_contacts_per_1000,effective_access_index,unmet_need_index,ed_events_per_100k,admissions_per_100k,ambulance_conveyances_per_100k,hospital_pressure_index,public_cost_index,capacity_stock_index,demand_burden,copayment_burden,scope_capacity,marginal_payment_signal,administrative_readiness,place_accountability,governance_resilience,urgent_ambulance_deflection,kpi_data_salience,supply_generation,equity_legitimacy,hospital_deflection,gaming_risk,fiscal_risk,hospital_pressure,implementation_feasibility,hybrid_viability,access_index
F0,Current reform pathway,1,14.431238619678153,0.22069331959999994,75.94973433318853,78.22793099292264,25.711966324436396,49.413192065430735,1.0,3.1133854972321493,55.75998119999999,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,2,14.642850069550137,0.22037941519999993,79.99300403622644,80.19064085446611,26.237691003268935,51.246540303439424,1.0,3.187661010886744,55.655346399999985,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,3,14.706840368497447,0.22006551079999992,82.90239364471753,81.2651910663048,26.486661733686546,52.443464183593264,1.0,3.227073745937565,55.55071159999998,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,4,14.60113605500662,0.2197516063999999,84.74156351920485,81.37374786861301,26.425521072834897,52.99345936027545,1.0,3.22827791868771,55.44607679999997,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,5,14.3491332019269,0.21943770199999985,85.59355641999984,80.63069620940358,26.093429330204913,52.960999910015225,1.0,3.1958765096793638,55.341441999999965,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,6,14.013307430307178,0.21912379759999984,85.62416874953979,79.33332329334934,25.594958406052143,52.499761696255696,1.0,3.141920844996098,55.23680719999996,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,7,13.678385019029461,0.21880989319999983,85.09579290287991,77.89667807072342,25.07437661050805,51.832880676283075,1.0,3.0831802282290726,55.13217239999995,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,8,13.42860813762753,0.21849598879999982,84.33674737622303,76.7522350273667,24.67855997173084,51.20774596517815,1.0,3.0369879495086067,55.027537599999945,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,9,13.325194654168945,0.2181820843999998,83.6802417571494,76.23899248356784,24.51870244669123,50.83962205858715,1.0,3.0168275003721963,54.92290279999994,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
F0,Current reform pathway,10,13.39002345510381,0.2178681799999998,83.3933670234468,76.51719113323864,24.64124440309907,50.860691427477406,1.0,3.028876212165399,54.81826799999993,0.7169999999999999,0.40256408,0.3867999999999999,0.024500000000000022,0.369,0.433,0.5552,0.40399999999999997,0.563,0.15433199999999997,0.2969123104,0.21569429081600003,0.340376,0.27851518765312,0.78069578390784,0.26809999999999995,0.5223935953583104,0.23561850239999999
